content,score,thumbsUpCount,cleaned_content,sentiment_label,word_count,review_date
geser aja dah cari apk yg laen. masa search lagu malah keluar stuck iklan. bug nya to much,1,2,geser saja sudah cari apk yang laen masa search lagu malah keluar stuck iklan bug nya to much,positive,18,
ada batas lagu,1,0,ada batas lagu,negative,3,
manteb pokok e sporty,4,0,manteb pokok e sporty,negative,4,
godd jobbb,5,0,godd jobbb,positive,2,
Intinya aplikasi nya sangat keren 😎,5,0,intinya aplikasi nya sangat keren,negative,5,
bagus banget aplikasinya,5,0,bagus banget aplikasinya,negative,3,
aplikasinya bagus tapi soriy,5,0,aplikasinya bagus tapi soriy,positive,4,
mantap lagunya lengkap sesuai yang di cari,5,0,mantap lagunya lengkap sesuai yang di cari,negative,7,
bagus tapi berbayar,4,0,bagus tapi berbayar,negative,3,
seru buat denger lagu,5,0,seru buat denger lagu,negative,4,
"enak bgt dengerin musik, dan The best deh",5,0,enak banget dengerin musik dan the best deh,negative,8,
bagus dicoba,5,0,bagus dicoba,negative,2,
mantap ada jesus remix,5,0,mantap ada jesus remix,negative,4,
banyak iklanya bang sat,1,0,banyak iklanya bang sat,negative,4,
"suka bgt ada pket preium ,dengerin lagu tanpa iklan",5,0,suka banget ada pket preium dengerin lagu tanpa iklan,negative,9,
bagus buanget dah kata gua mh,5,0,bagus buanget sudah kata gua mh,positive,6,
Aplikasi Paling Bagus Untuk Mendengarkan musik dengan lagu yang lengkap,5,0,aplikasi paling bagus untuk mendengarkan musik dengan lagu yang lengkap,negative,10,
kalo pencet lagu ko ikalan nya 30 menit?,3,0,kalo pencet lagu ko ikalan nya menit,positive,7,
sangat bagus,1,0,sangat bagus,negative,2,
semua jenis genre lagu parkir disini 👍,5,0,semua jenis genre lagu parkir disini,negative,6,
bagus Dan banyak banget ternyata lagu nya 👌👌👌 pokoknya bagus deh 🥰🥰🥰🥰,5,0,bagus dan banyak banget ternyata lagu nya pokoknya bagus deh,negative,10,
aplikasi bagus. tapi untuk layanan premium mungkin bisa ditambahkan lagi opsi pembayaran seperti gopay atau shopeepay,5,1,aplikasi bagus tapi untuk layanan premium mungkin bisa ditambahkan lagi opsi pembayaran seperti gopay atau shopeepay,positive,16,
oke 👍👍👍,5,0,oke,negative,1,
Klian wajib denger lagu di sinii yaa sumpahh enkk bngetttt,3,0,klian wajib denger lagu di sinii yaa sumpahh enkk bngetttt,negative,10,
aplikasi smpah dikit² harus prem😹😹 skip lagu juga harus prem wkwkw 😹😹😹,1,0,aplikasi smpah dikit harus prem skip lagu juga harus prem wkwkw,positive,11,
gelo keren bet,5,0,gelo keren bet,negative,3,
Kembalikan paket yg seminggu😮‍💨,5,0,kembalikan paket yang seminggu,positive,4,
Siip,4,0,siip,positive,1,
sangat suka,4,0,sangat suka,negative,2,
iklan... GET OUT🗣️🗣️🔥🔥,5,0,iklan get out,positive,3,
aplikasi yang bagus buat denger musik dan podcast ketika lagi santai,5,1,aplikasi yang bagus buat denger musik dan podcast ketika lagi santai,negative,11,
bagus bngaet,5,0,bagus bngaet,negative,2,
bagus kalau lagi main game sambil dengerin lagunya,5,0,bagus kalau lagi main game sambil dengerin lagunya,negative,8,
sangat bagus bg gua suka banget teruss updet musik yg lain bg,5,0,sangat bagus bg gua suka banget teruss updet musik yang lain bg,negative,12,
"Semoga terus jadi yang terbaik, cuma sayang pembayaran melalui spotify malah yang paling ribet, hilang ga jelas disuruh ulang terus, emangnya hidup cuma buat ngurus ini aja!",3,0,semoga terus jadi yang terbaik cuma sayang pembayaran melalui spotify malah yang paling ribet hilang tidak jelas disuruh ulang terus emangnya hidup cuma buat ngurus ini saja,positive,27,
jngn sering iklan dan lebihin limit,5,0,jngn sering iklan dan lebihin limit,negative,6,
tolol,1,0,tolol,positive,1,
Spotify:Musik aplikasi yang baik,5,0,spotifymusik aplikasi yang baik,negative,4,
knp ya lagu nya gak bisa di pakek di game ya dulu bisa sekarang gak bisa tolong di baiki,1,0,knp ya lagu nya tidak bisa di pakek di game ya dulu bisa sekarang tidak bisa tolong di baiki,positive,19,
the best music,5,0,the best music,negative,3,
bagus😊,5,0,bagus,negative,1,
woww apk ini sangat lah baguss,5,0,woww apk ini sangat lah baguss,negative,6,
"apaan banget dikit dikit iklan suruh premium, kaya lo mau cepet² haji? ribet amat iklan mulu kaya capcut tapi persamaannya sama² harus premium. Muak pls apalagi pas gambar bukannya ga stress malah lebih stress gara gara iklan, ""yaudah sih ribet emang lu ga punya uang? tingga kasih bintang 5"" ga dulu, bintang 2 udah cukup lagian premium ga dibawa mati yang penting amal broww",1,2,apaan banget dikit dikit iklan suruh premium kaya lo mau cepet haji ribet amat iklan mulu kaya capcut tapi persamaannya sama harus premium muak pls apalagi pas gambar bukannya tidak stress malah lebih stress gara gara iklan yaudah sih ribet emang lu tidak punya uang tingga kasih bintang tidak dulu bintang udah cukup lagian premium tidak dibawa mati yang penting amal broww,positive,62,
mantul selalu nemenin gw di saat galau,5,0,mantul selalu nemenin gw di saat galau,negative,7,
sipp jossssssss masok,5,0,sipp jossssssss masok,positive,3,
keren...sy suka..,5,0,kerensy suka,negative,2,
enak dah bakal dengerin lagu/ngesad,5,0,enak sudah bakal dengerin lagungesad,negative,5,
Ok lah! standard,3,0,ok lah standard,positive,3,
sangat berkualitas lagu lagu nya,5,0,sangat berkualitas lagu lagu nya,negative,5,
saya suka dengarkan malam hari,5,0,saya suka dengarkan malam hari,negative,5,
"buat apknya bagus sih tapi knp yah ketika mau dengerin music yg udah baru aja di putar malah ada notif ""jelajahi fitur premium"" pdahal baru aja di dengerin,tolong di perbaiki yah",4,3,buat apknya bagus sih tapi knp yah ketika mau dengerin music yang udah baru saja di putar malah ada notif jelajahi fitur premium pdahal baru saja di dengerintolong di perbaiki yah,positive,31,
bikin ngerasa hidup menjadi lebih sedikit ringan 😘😘🤩🤩🤩,5,0,bikin ngerasa hidup menjadi lebih sedikit ringan,positive,7,
"makin banyak iklan makin banyak dibatasin serasa dipaksa harus bayar.. putar lagu yang disuka sulit.. lama"" aplikasi Sportify jadi kurang rekomendasi",1,3,semakin banyak iklan semakin banyak dibatasin serasa dipaksa harus bayar putar lagu yang disuka sulit lama aplikasi sportify jadi kurang rekomendasi,positive,21,
mantap untuk santaii,5,0,mantap untuk santaii,negative,3,
jungojam spotify lagu Indonesia,5,0,jungojam spotify lagu indonesia,negative,4,
iklannya keterlaluan udah banyak lama pula durasi,3,0,iklannya keterlaluan udah banyak lama pula durasi,positive,7,
spotify saya sudah tidak ada premium mingguan😢,1,0,spotify saya sudah tidak ada premium mingguan,negative,7,
i can't download this app please fixed it,1,0,i cant download this app please fixed it,positive,8,
"saya mau berlangganan bulanan tapi rdk bisa melakukan pembayaran melalui gopay tulisannya "" saat ini pembayaran tidak tersedia utk ( gopay )"" saya hanya menggunakan gopaybutk melakukan pembayaran",1,0,saya mau berlangganan bulanan tapi rdk bisa melakukan pembayaran melalui gopay tulisannya saat ini pembayaran tidak tersedia utk gopay saya hanya menggunakan gopaybutk melakukan pembayaran,negative,25,
gakk ada iklan,5,0,gakk ada iklan,positive,3,
good tapi vidio live gak ada,5,0,good tapi vidio live tidak ada,positive,6,
min kalo bisa jangan dikit dikit prem,2,0,min kalo bisa jangan dikit dikit prem,positive,7,
bagus banget🫰🫰🫶🫶,5,0,bagus banget,negative,2,
"Gak bisa lama lama tanpa sportify 😭,lopyuuuuu buat sportify 🌷❤",5,0,tidak bisa lama lama tanpa sportify lopyuuuuu buat sportify,negative,9,
bagus simple,5,0,bagus simple,negative,2,
"kenapa gaada liriknya, terus kalo mau share ke Igs backgroundnya item, gabisa diganti warna ky dulu",4,0,kenapa gaada liriknya terus kalo mau share ke igs backgroundnya item gabisa diganti warna ky dulu,negative,16,
Lop ju,5,0,lop ju,positive,2,
🫶🏻👍🏻 bgs bgt 🤭,5,0,bgs banget,positive,2,
enakk bangett lagu lagunyaa Dann asikk ini favorit Spotify,5,0,enakk banget lagu lagunyaa dann asikk ini favorit spotify,negative,9,
seru lagunya juga banyak,5,0,seru lagunya juga banyak,negative,4,
"spotify tolong balikin premium mini, menurut saya dengan adanya premium mini dapat membantu kita jika ada acara2 penting yang mendadak, jadi lebih fleksibel dan murah juga",1,0,spotify tolong balikin premium mini menurut saya dengan adanya premium mini dapat membantu kita jika ada acara penting yang mendadak jadi lebih fleksibel dan murah juga,negative,26,
keren banget sumpah lagunya juga bagusss,5,0,keren banget sumpah lagunya juga bagusss,negative,6,
remove the ads.,4,0,remove the ads,positive,3,
bagus suaranya tp ada beberapa lagu yg ga ada tulisannya/not nya,5,0,bagus suaranya tp ada beberapa lagu yang tidak ada tulisannyanot nya,negative,11,
bagus dan sedikit iklan,5,0,bagus dan sedikit iklan,negative,4,
"enak jir, tp knp liriknyh dibatesin...",4,0,enak jir tp knp liriknyh dibatesin,positive,6,
I REALLY LIKE THIS APK SO MUCH!!,5,0,i really like this apk so much,negative,7,
bagus bgtt,5,0,bagus bgtt,negative,2,
"appnya baguss siieehh, tapi yg kurangnya itu, masa lagi dengerin album Jennie nih misalnya, tapi tiba"" kesetel lagu group lain, aku kesel, please ilangin kek ginian. masa lagi dengerin di album Jennie malah kesetel lagu group/soloist lain sieehh huffttt",5,3,appnya baguss siieehh tapi yang kurangnya itu masa lagi dengerin album jennie nih misalnya tapi tiba kesetel lagu group lain aku kesel please ilangin kek ginian masa lagi dengerin di album jennie malah kesetel lagu groupsoloist lain sieehh huffttt,positive,39,
bagus nikmat,5,0,bagus nikmat,negative,2,
suara ny enek dan bagus,5,0,suara ny enek dan bagus,negative,5,
aplkasi nya rada rada error Mo milih lagu Gak bisa Di pencet berkali kali pun gak bisa Apa cuman punya aku yang kek gitu di perbaiki napa Capek bet dah,3,0,aplkasi nya rada rada error mo milih lagu tidak bisa di pencet berkali kali pun tidak bisa apa cuman punya aku yang kek gitu di perbaiki napa capek bet sudah,positive,30,
apa apa offline jadi males main nya,1,0,apa apa offline jadi males main nya,positive,7,
udah lama pakai Spotify dan aku suka walaupun ya bnyak iklan karena aku gk pakai yang premium haha...,5,0,udah lama pakai spotify dan aku suka walaupun ya bnyak iklan karena aku gk pakai yang premium haha,negative,18,
skip= premium?!,2,0,skip premium,positive,2,
"iklan nya terlalu banyak, sudah begitu batas pilih lagu cuman 6 kali lagi setelah itu premium, dengerin musik nya juga sekarang gk sepuas dulu sebelum update, niat nya mau dengerin lagu biar gak stress eh malah tambah stress karena iklan terlalu banyak,benar-benar mengecewakan.",1,1,iklan nya terlalu banyak sudah begitu batas pilih lagu cuman kali lagi setelah itu premium dengerin musik nya juga sekarang gk sepuas dulu sebelum update niat nya mau dengerin lagu biar tidak stress eh malah tambah stress karena iklan terlalu banyakbenarbenar mengecewakan,positive,42,
sngt bgus,4,0,sngt bgus,negative,2,
iklan nya banyak banget 😨,1,0,iklan nya banyak banget,negative,4,
manthap,5,0,manthap,negative,1,
playlist gak bisa di buka,1,0,playlist tidak bisa di buka,positive,5,
makasih untuk app yang kikir ini😑,1,0,makasih untuk app yang kikir ini,negative,6,
jangan sampai kayak capcut,2,0,jangan sampai kayak capcut,positive,4,
app yg ok banget,5,0,app yang ok banget,positive,4,
bisakah spoty premium mini diadakan lagi (?) krna belum tentu kita bisa untuk beli yg perbulan atau enda yg student... Thanks,4,2,bisakah spoty premium mini diadakan lagi krna belum tentu kita bisa untuk beli yang perbulan atau enda yang student thanks,negative,20,
setelah update fitur lirik hilang,2,1,setelah update fitur lirik hilang,positive,5,
"yeah dia mulai melakukannya ☹️, rakus",2,0,yeah dia mulai melakukannya rakus,positive,5,
"bgs , klau bs di perbanyak lagu nya dr lagu barat , lagu2 yg viral di tik tok , SM dangdut koplo trbaru",5,0,bgs klau bs di perbanyak lagu nya dari lagu barat lagu yang viral di tik tok sm dangdut koplo trbaru,negative,20,
aplikasi nya bagus banget + lagu nya lengkap😍😘,5,0,aplikasi nya bagus banget lagu nya lengkap,negative,7,
Bagus aplikasi pemutar musik,5,0,bagus aplikasi pemutar musik,negative,4,
semua lagu ada di sinih,5,0,semua lagu ada di sinih,negative,5,
bagus banget apalagi aku bisa denger lagu yang aku suka,5,0,bagus banget apalagi aku bisa denger lagu yang aku suka,negative,10,
aplikasi ini seru untuk mendengarkan lagu lagu jadi saja suka dengan aplikasi ini,5,0,aplikasi ini seru untuk mendengarkan lagu lagu jadi saja suka dengan aplikasi ini,negative,13,
"walaupun saya blm mencobanya, tapi saya yakin ini bagus",5,0,walaupun saya blm mencobanya tapi saya yakin ini bagus,negative,9,
aplikasi ini sangat bagus ada semua lagu kalian harus coba ini kalo gak nyesel lo,5,0,aplikasi ini sangat bagus ada semua lagu kalian harus coba ini kalo tidak nyesel lo,negative,15,
Perfect...,5,0,perfect,negative,1,
real meeeee,5,0,real meeeee,negative,2,
APLIKASI INI SANGAT BAGUS UNTUK MENDENGARKAN MUSIK,5,0,aplikasi ini sangat bagus untuk mendengarkan musik,negative,7,
kurang baik untuk mencari lagu dan lambat untuk menemukan lagu,2,0,kurang baik untuk mencari lagu dan lambat untuk menemukan lagu,positive,10,
"mantab, tapi iklannya terlalu banyak",4,0,mantab tapi iklannya terlalu banyak,positive,5,
sobat,5,0,sobat,negative,1,
Aplikasinya bagus,5,0,aplikasinya bagus,negative,2,
mayan buat ngegalaw,4,0,mayan buat ngegalaw,positive,3,
nyaman pengoperasiannya...,5,0,nyaman pengoperasiannya,negative,2,
apani dh gw bayar tpi disuruh byr lagi???? tolong lah,1,0,apani dh gw bayar tpi disuruh byr lagi tolong lah,negative,10,
suka tanpa iklan,5,0,suka tanpa iklan,negative,3,
semua aj di premium milih lagu aja harus premium,1,0,semua aj di premium milih lagu saja harus premium,negative,9,
"bagus,akuu suka banyak lagu lagu yang baruu pokonya the best 😉😉",5,1,bagusakuu suka banyak lagu lagu yang baruu pokonya the best,negative,10,
Untuk Spotify di ponsel saya agak ber msalah ketika saya klik pd plihan lgu nya agak lambat kluar pmutarannya !!!,5,0,untuk spotify di ponsel saya agak ber msalah ketika saya klik pd plihan lgu nya agak lambat kluar pmutarannya,positive,19,
ok bangetttt...musicnya👌🏻👍🏻👍🏻👍🏻,4,0,ok bangettttmusicnya,negative,2,
lagu nya sangat bagus dan menyenangkan dan lagu nya sangat lengkap,4,0,lagu nya sangat bagus dan menyenangkan dan lagu nya sangat lengkap,negative,11,
"Jika spotify ofline hanya didengarkan oleh perorangan/hanya seorang, iklan tidak perlu memakai suara. hanya mengganggu kesenangan. kecuali di dengarkan oleh banyak orang, maka perlu iklan pakai suara siaran. jika ofline leboh baik pakai tulisan berjalan untuk iklan.",1,36,jika spotify ofline hanya didengarkan oleh peroranganhanya seorang iklan tidak perlu memakai suara hanya mengganggu kesenangan kecuali di dengarkan oleh banyak orang maka perlu iklan pakai suara siaran jika ofline leboh baik pakai tulisan berjalan untuk iklan,positive,37,
"tak kasih bintang 3 dulu ,kalau iklanya dikurangi nanti tak tambah bintangnya.",3,0,tak kasih bintang dulu kalau iklanya dikurangi nanti tak tambah bintangnya,positive,11,
aplikasi recommended,5,0,aplikasi recommended,negative,2,
semua lagu ada di sini dan enk banger di dengar,5,0,semua lagu ada di sini dan enk banger di dengar,negative,10,
RISKY GANTENG.,5,0,risky ganteng,negative,2,
"Aplikasi musik terbaik sayang nya harus on paket data internet,kalau akun gratis.",5,0,aplikasi musik terbaik sayang nya harus on paket data internetkalau akun gratis,negative,12,
banyak lagunyaaaa,4,0,banyak lagunyaaaa,negative,2,
iklannya banyak poll G bisa milih mau lanjut denger yg mana wajib premium,3,0,iklannya banyak poll g bisa milih mau lanjut denger yang mana wajib premium,positive,13,
Assalamu'alaikum saya sudah menggunakan spotify cukup lama dan saya menyukai aplikasi ini Terimakasih Assalamu'alaikum,5,0,assalamualaikum saya sudah menggunakan spotify cukup lama dan saya menyukai aplikasi ini terimakasih assalamualaikum,negative,14,
aplikasi ini jelek sekali wajib jangan didonloat nanti rugi sungguh jelek sangat jelek,1,0,aplikasi ini jelek sekali wajib jangan didonloat nanti rugi sungguh jelek sangat jelek,positive,13,
ngeleg jir,2,0,ngeleg jir,positive,2,
knpa dengan spotify skarang? knapa tidak bisa memutar lagu dan iklannya tidak ada?,1,0,knpa dengan spotify skarang knapa tidak bisa memutar lagu dan iklannya tidak ada,positive,13,
heran aku pas aku buka aja nyari lagu nya pada ilang semua gimana sih ah bikin yang bener kek,1,0,heran aku pas aku buka saja nyari lagu nya pada ilang semua gimana sih ah bikin yang bener kek,positive,19,
ilangin iklan podcast horor pls,5,0,ilangin iklan podcast horor pls,positive,5,
